Date;Timestamp;DeviceOrientation;GyroscopeX;GyroscopeY;GyroscopeZ;Label
2021-02-14 13:54:15;1613339655.286907;portrait;-0.014872157014906406;0.009379919618368149;-0.020484767854213715;
2021-02-14 13:54:15;1613339655.296595;portrait;-0.013483584858477116;0.009318133816123009;-0.019816581159830093;
2021-02-14 13:54:15;1613339655.2998528;portrait;-0.014808506704866886;0.008014516904950142;-0.01888580620288849;
2021-02-14 13:54:15;1613339655.300027;portrait;-0.015842346474528313;0.010755175724625587;-0.016817862167954445;
2021-02-14 13:54:15;1613339655.3109388;portrait;-0.016506537795066833;0.00802996288985014;-0.01890258491039276;
2021-02-14 13:54:15;1613339655.311152;portrait;-0.01623942330479622;0.009610283188521862;-0.020479708909988403;
2021-02-14 13:54:15;1613339655.311777;portrait;-0.013221262954175472;0.008010788820683956;-0.020680777728557587;
2021-02-14 13:54:15;1613339655.340488;portrait;-0.01374936755746603;0.010203635320067406;-0.019206717610359192;
2021-02-14 13:54:15;1613339655.380682;portrait;-0.015182947739958763;0.008253402076661587;-0.0181097611784935;
2021-02-14 13:54:15;1613339655.420644;portrait;-0.015906261280179024;0.008354069665074348;-0.016328373923897743;
2021-02-14 13:54:15;1613339655.4605389;portrait;-0.014844725839793682;0.0075633772648870945;-0.01756248250603676;
2021-02-14 13:54:15;1613339655.5006142;portrait;-0.0138966403901577;0.007809720002114773;-0.0175614170730114;
2021-02-14 13:54:15;1613339655.540693;portrait;-0.012829778715968132;0.006481867749243975;-0.01829511672258377;
2021-02-14 13:54:15;1613339655.580919;portrait;-0.01404844131320715;0.008310927078127861;-0.021677065640687943;
2021-02-14 13:54:15;1613339655.621794;portrait;-0.013758422806859016;0.008832373656332493;-0.020257601514458656;
2021-02-14 13:54:15;1613339655.660688;portrait;-0.020677048712968826;0.012046276591718197;-0.021555092185735703;
2021-02-14 13:54:15;1613339655.7008371;portrait;-0.01563994586467743;0.009285910055041313;-0.01685541309416294;
2021-02-14 13:54:15;1613339655.740615;portrait;-0.015283082611858845;0.009430785663425922;-0.022638998925685883;
2021-02-14 13:54:15;1613339655.780487;portrait;-0.015133945271372795;0.009697634726762772;-0.020683707669377327;
2021-02-14 13:54:15;1613339655.8206558;portrait;-0.014306235127151012;0.008104532025754452;-0.018752116709947586;
2021-02-14 13:54:15;1613339655.86057;portrait;-0.013223660178482533;0.008841694332659245;-0.01635873317718506;
2021-02-14 13:54:15;1613339655.90065;portrait;-0.010487262159585953;0.009925068356096745;-0.015450861304998398;
2021-02-14 13:54:15;1613339655.9407349;portrait;-0.01037514302879572;0.0190165676176548;-0.013891846872866154;
