Date,Speed,Altitude,Pressure,X,Y,Z,G,Latitude,Longitude,Heading,Magnetic Field,Sound Level,Luminance,Heart Rate
"2021-02-07 16:03:01.107",0.000000,0.000000,0.000000,0.143143,-1.760406,0.111267,1.769718,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:01.207",0.000000,0.000000,0.000000,-0.075867,-2.426422,0.314026,2.447834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:01.307",0.000000,0.000000,0.000000,0.158676,-2.596970,0.287430,2.617641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:01.407",0.000000,0.000000,0.000000,0.345703,-2.403625,-0.198944,2.436494,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:01.507",0.000000,0.000000,0.000000,-0.008316,-1.538483,0.164948,1.547322,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:01.607",0.000000,0.000000,0.000000,0.079651,-1.834518,0.504410,1.904267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:01.707",0.000000,0.000000,0.000000,0.167343,-2.707764,-0.128662,2.715979,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:01.807",0.000000,0.000000,0.000000,-0.083817,-2.486359,0.273849,2.502798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:01.907",0.000000,0.000000,0.000000,0.115128,-1.488922,0.541794,1.588611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:02.007",0.000000,0.000000,0.000000,0.111694,-0.357132,-0.040558,0.376383,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:02.107",0.000000,0.000000,0.000000,-0.021912,-0.014481,-0.008926,0.027740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:02.207",0.000000,0.000000,0.000000,-0.017319,0.164841,-0.005203,0.165830,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:02.307",0.000000,0.000000,0.000000,0.015533,0.204208,-0.050156,0.210851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:02.407",0.000000,0.000000,0.000000,0.003265,0.158417,-0.022614,0.160056,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:02.507",0.000000,0.000000,0.000000,0.059036,-0.344986,0.034561,0.351703,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:02.607",0.000000,0.000000,0.000000,-0.015533,-1.609512,-0.077347,1.611445,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:02.707",0.000000,0.000000,0.000000,-0.000778,-2.312637,0.209671,2.322123,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:02.807",0.000000,0.000000,0.000000,0.174255,-2.450577,0.165161,2.462310,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:02.907",0.000000,0.000000,0.000000,-0.042404,-2.538559,-0.269272,2.553152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:03.007",0.000000,0.000000,0.000000,-0.013367,-1.395676,0.203415,1.410485,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:03.107",0.000000,0.000000,0.000000,-0.081741,-1.634033,0.628403,1.752608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:03.207",0.000000,0.000000,0.000000,0.335968,-2.278458,-0.386963,2.335377,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:03.307",0.000000,0.000000,0.000000,-0.085861,-2.895782,0.371857,2.920823,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:03.407",0.000000,0.000000,0.000000,0.141922,-1.557510,0.236084,1.581681,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:03.507",0.000000,0.000000,0.000000,0.007538,-0.694061,0.328949,0.768105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:03.607",0.000000,0.000000,0.000000,0.009476,-0.048599,0.034958,0.060611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:03.707",0.000000,0.000000,0.000000,-0.028839,0.243103,0.034286,0.247197,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:03.807",0.000000,0.000000,0.000000,0.010620,0.281082,-0.004456,0.281318,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:03.906",0.000000,0.000000,0.000000,0.003448,0.124268,-0.003021,0.124352,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:04.007",0.000000,0.000000,0.000000,0.038986,-0.195023,0.036728,0.202244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:04.106",0.000000,0.000000,0.000000,0.008316,-1.155807,0.046204,1.156761,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:04.207",0.000000,0.000000,0.000000,0.074692,-2.024353,-0.019684,2.025826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:04.307",0.000000,0.000000,0.000000,0.126221,-2.310211,0.062775,2.314508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:04.406",0.000000,0.000000,0.000000,0.012894,-2.292007,0.165253,2.297993,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:04.506",0.000000,0.000000,0.000000,-0.148102,-1.554596,0.036575,1.562063,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:04.607",0.000000,0.000000,0.000000,0.025040,-1.071091,0.146408,1.081341,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:04.707",0.000000,0.000000,0.000000,0.029205,-0.919067,0.128387,0.928451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:04.807",0.000000,0.000000,0.000000,-0.011749,-1.000946,-0.039810,1.001806,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:04.907",0.000000,0.000000,0.000000,0.088654,-1.108215,-0.128754,1.119186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:05.007",0.000000,0.000000,0.000000,0.035736,-1.128983,-0.123383,1.136267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:05.107",0.000000,0.000000,0.000000,0.032623,-1.234650,-0.103058,1.239373,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:05.207",0.000000,0.000000,0.000000,0.068298,-1.082886,-0.138443,1.093834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:05.307",0.000000,0.000000,0.000000,0.092697,-0.994583,-0.070831,1.001402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:05.407",0.000000,0.000000,0.000000,0.042938,-0.916016,0.006363,0.917044,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:05.507",0.000000,0.000000,0.000000,0.252594,-2.718216,-0.853119,2.860125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
"2021-02-07 16:03:05.607",0.000000,0.000000,0.000000,0.091843,-0.754608,-0.262054,0.804078,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,HRDATA
